Price,,,,,
Ticker,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX,^INDIAVIX
Date,Close,High,Low,Open,Volume
02-02-09,43.68999863,59.54000092,41.83000183,41.83000183,0
03-02-09,49.24000168,49.86999893,39.49000168,43.79999924,0
04-02-09,44.38999939,46.27999878,38.99000168,38.99000168,0
05-02-09,43.91999817,57.77999878,40.20000076,40.20000076,0
06-02-09,50.65000153,51.02000046,38.40000153,38.40000153,0
09-02-09,44.58000183,52.93999863,37.11000061,37.11000061,0
10-02-09,44.29999924,45.65000153,40.93000031,41.61999893,0
11-02-09,46.65000153,53.04000092,41.95000076,45.66999817,0
12-02-09,45.65000153,49.68999863,38.52000046,39.52000046,0
13-02-09,43.31000137,50.33000183,40.5,45.65000153,0
16-02-09,42.56000137,50.41999817,36.38999939,43.31000137,0
17-02-09,44,51.97000122,35.06000137,35.06000137,0
18-02-09,43.04000092,58.61000061,37.11000061,37.11000061,0
19-02-09,43.04000092,48.20000076,42.90999985,43.04000092,0
20-02-09,45.20999908,47.02999878,41.13000107,42.90999985,0
24-02-09,45.20000076,46.47999954,43.86000061,44.70000076,0
25-02-09,41.93999863,45.20000076,41.27999878,45.20000076,0
26-02-09,39.86999893,41.86999893,39.13000107,39.13000107,0
27-02-09,40.61000061,42.77000046,39.36999893,39.86999893,0
02-03-09,43.36000061,44.77999878,40.61000061,40.61000061,0
03-03-09,44.43999863,44.54999924,41.84000015,43.36000061,0
04-03-09,42.77000046,44.43999863,42.45000076,44.43999863,0
05-03-09,41.56000137,49.72999954,41.40000153,42.77000046,0
06-03-09,37.97000122,41.58000183,37.5,41.56000137,0
09-03-09,41.02999878,41.29000092,37.97000122,39.97000122,0
12-03-09,38.47999954,41.02999878,38.47999954,41.02999878,0
13-03-09,35.56999969,39.38000107,34.95999908,39.38000107,0
16-03-09,36.63999939,38.04999924,35.56999969,35.56999969,0
17-03-09,38.47000122,42.18999863,36.63999939,36.63999939,0
18-03-09,38.18999863,38.70999908,37.27999878,38.47000122,0
19-03-09,35.97999954,41.25,34.31000137,38.18999863,0
20-03-09,35.97999954,41.25,34.31000137,38.18999863,0
23-03-09,37.63000107,39.52000046,30.26000023,34.86000061,0
24-03-09,36.84999847,43.68000031,30.13999939,37.63000107,0
25-03-09,28.18000031,47.27999878,26.65999985,36.84999847,0
26-03-09,36.93000031,38.18000031,28.18000031,28.18000031,0
27-03-09,37.13999939,39.75,36.56000137,36.93000031,0
30-03-09,40.25,41.75999832,37.13999939,37.13999939,0
31-03-09,39.47999954,40.93000031,39.15999985,40.25,0
01-04-09,36.52999878,39.83000183,36.52999878,39.47999954,0
02-04-09,37.40000153,37.84000015,34.65000153,36.52999878,0
06-04-09,41.72000122,46.13000107,37.40000153,37.40000153,0
08-04-09,43.54999924,50.33000183,41.72000122,41.72000122,0
09-04-09,43.54000092,47.99000168,42.22999954,43.54999924,0
13-04-09,46.56000137,47.34000015,43.54000092,43.54000092,0
15-04-09,48.02000046,49.41999817,46.56000137,46.56000137,0
16-04-09,50.50999832,51.22999954,47.50999832,48.02000046,0
17-04-09,50.79999924,51.18999863,50.00999832,50.50999832,0
20-04-09,54.22000122,55.20000076,50.79999924,50.79999924,0
21-04-09,53.63999939,55.27999878,53.34999847,54.22000122,0
22-04-09,57.88000107,63.40000153,53.63999939,53.63999939,0
23-04-09,57.88000107,57.88000107,57.88000107,57.88000107,0
24-04-09,47.77999878,56.25999832,47.68000031,51.29999924,0
27-04-09,49.43000031,52.40999985,47.77999878,47.77999878,0
28-04-09,48.79999924,50.54000092,47.95000076,49.43000031,0
29-04-09,46.63000107,48.79999924,45.90000153,48.79999924,0
04-05-09,49.54000092,53.20000076,43.70000076,46.63000107,0
05-05-09,50.52999878,50.75999832,49.33000183,49.54000092,0
06-05-09,51.20999908,59.20999908,48.13000107,48.13000107,0
07-05-09,54.75999832,61.47999954,38.45999908,51.20999908,0
08-05-09,57.02000046,60.41999817,44.31999969,54.75999832,0
11-05-09,61.02999878,62.52999878,43.97000122,51.93000031,0
12-05-09,50.31000137,61.70000076,50.27999878,50.74000168,0
13-05-09,50.72999954,63.38999939,46.72999954,50.31000137,0
14-05-09,51.25,62.47999954,49.81000137,50.72999954,0
15-05-09,49.63999939,52.81000137,47.29999924,51.25,0
18-05-09,49.63999939,52.81000137,47.29999924,51.25,0
19-05-09,58.09999847,69.01000214,41.27000046,65.47000122,0
20-05-09,50.79000092,63.97000122,45.65999985,57.47999954,0
21-05-09,50.79000092,50.79000092,50.79000092,50.79000092,0
22-05-09,49.63999939,49.63999939,49.63999939,49.63999939,0
25-05-09,43.70999908,83.70999908,43.68999863,83.70999908,0
26-05-09,52.36999893,84.93000031,39.58000183,43.70999908,0
27-05-09,41.56999969,77.76999664,37.93000031,52.36999893,0
28-05-09,44.58000183,76.30999756,36.31999969,36.31999969,0
29-05-09,40.29999924,48.29000092,35.34000015,39.09000015,0
01-06-09,41.83000183,47.09000015,39.59000015,41.18999863,0
02-06-09,41.04000092,58.56000137,39.04000092,39.04000092,0
03-06-09,40.66999817,58.91999817,38.02000046,41.04000092,0
04-06-09,41.31000137,59.41999817,37.45000076,37.45000076,0
05-06-09,40.54999924,41.54000092,38.47999954,38.47999954,0
08-06-09,42.27000046,69.19000244,40.54999924,40.54999924,0
09-06-09,40.75999832,52.61000061,40.18999863,40.18999863,0
10-06-09,40.47000122,86.91999817,37,42.04000092,0
11-06-09,41.02000046,67.55000305,39.70999908,40.47000122,0
12-06-09,40.83000183,74.54000092,39.50999832,49.20000076,0
15-06-09,52.70999908,80.41999817,40.34000015,40.34000015,0
16-06-09,41.68999863,71.20999908,41.31000137,42.18999863,0
17-06-09,62.04999924,64.52999878,40.36999893,40.84000015,0
18-06-09,54.49000168,70.27999878,50.13000107,62.04999924,0
19-06-09,48.95000076,57.09999847,47.83000183,55.68000031,0
22-06-09,47.52999878,64.61000061,44.25999832,48.95000076,0
23-06-09,48.22999954,56.56000137,44.79999924,56.56000137,0
24-06-09,42.22000122,53.72000122,42.22000122,53.72000122,0
25-06-09,38.59000015,47.65000153,37.13000107,44.90000153,0
26-06-09,37.99000168,44.33000183,31.12000084,38.59000015,0
29-06-09,40.31000137,40.68000031,36.99000168,37.99000168,0
30-06-09,42.54000092,43.27000046,40.5,40.79999924,0
01-07-09,43.15000153,44.54999924,42.20000076,42.20000076,0
02-07-09,43.88000107,44.88999939,42.90999985,42.90999985,0
03-07-09,45.86000061,45.90000153,43.88000107,43.88000107,0
06-07-09,39.88999939,47.47999954,39.54000092,46.22999954,0
07-07-09,36.16999817,40.38000107,36.13000107,38.81999969,0
08-07-09,37.38000107,38.93000031,33.99000168,33.99000168,0
09-07-09,36.63999939,38.38999939,36.63999939,36.66999817,0
10-07-09,35.83000183,36.81999969,34.95000076,35.59000015,0
13-07-09,36.58000183,38.38000107,35.83000183,35.83000183,0
14-07-09,35.04999924,36.34999847,34.65999985,36.34999847,0
15-07-09,36.15000153,36.34999847,34.34999847,35.81000137,0
